Text for order waiting e-mail validation,Texto para el correo electrónico de espera de validación
Text for order in review,Texto para el pedido en revisión
Text for order waiting first payment,Texto para el pedido en espera de primer pago
Taxvat is required.,Se requiere el Número de Identificación Tributaria.
Customer Taxvat,Documento del Cliente
Koin will send you an email with the next steps about your request. Be ready :),Koin te enviará un correo electrónico con los próximos pasos sobre tu solicitud. ¡Prepárate! :)
"Your request with Koin wasn't approved right now, for that reason your order was cancelled","Tu solicitud con Koin no fue aprobada en este momento, por esa razón tu pedido fue cancelado"
"Everything ok with your order, we identified your first payment and we'll proceed with your purchase!","Todo está bien con tu pedido, identificamos tu primer pago y ¡procederemos con tu compra!"
We'll send you a confirmation email with informations about your account.,Te enviaremos un correo electrónico de confirmación con información sobre tu cuenta.
Callbacks,Llamadas de Retorno
Callback List,Lista de Llamadas de Retorno
id,ID
authorization_code,Código de Autorización
"payment_method","Emisor"
status,Estado
reference_id,ID de Referencia
business_id,ID de Negocio
order_id,ID de Pedido
refund_id,ID de Reembolso
"refund_status","Estado de Reembolso"
Redirect Credentials,Credenciales de Redirección
Redirect Payment,Pago por Redirección
Payments Credentials (Pix / Fraud Analysis),Credenciales de Pagos (Pix / Análisis de Fraude)
Key Provided By Koin,Clave Proporcionada por Koin
Secret Provided By Koin,Secreto Proporcionado por Koin
Commerce Provided By Koin,Comercio Proporcionado por Koin
Your Koin Account Number,Tu Número de Cuenta Koin
Your Business ID,Tu ID de Negocio
Store Code,Código de Tienda
Expiration Time,Tiempo de Expiración
"Minutes to expire the transaction, if empty it'll be 30 minutes","Minutos para expirar la transacción, si está vacío serán 30 minutos"
Use Custom Pix Payment Key,Usar Clave de Pago Pix Personalizada
If you want to use a custom PIX Key instead of a default key on Koin,Si deseas usar una Clave PIX personalizada en lugar de una clave predeterminada en Koin
Refunded Order Status,Estado de Pedido Reembolsado
Copy code,Copiar código
QRCode,Código QR
Copied!,¡Copiado!
Increment ID,ID Incremental
General Settings,Configuración General
"The transaction is taking longer than expected, please try again in a few moments","La transacción está llevando más tiempo de lo esperado, por favor inténtalo de nuevo en unos momentos"
Settings,Configuraciones
Fraud Analysis,Análisis de Fraude
Cancel Denied Orders,Cancelar Pedidos Denegados
Change Status Denied Orders,Cambiar Estado de Pedidos Denegados
Manage Queue,Administrar Cola
Anti Fraud ID,ID Antifraude
Evaluation ID,ID de Evaluación
Analysis Type,Tipo de Análisis
Executed,Ejecutado
Manage Fraud Analysis,Administrar Análisis de Fraude
Resource,Recurso
Resource ID,ID de Recurso
Status used to fraud analysis,Estado utilizado para el análisis de fraude
Payment Methods selected to send to analysis,Métodos de Pago seleccionados para enviar al análisis
Change Status Approved Orders,Cambiar Estado de Pedidos Aprobados
Minimum Order Amount,Monto Mínimo del Pedido
Maximum Order Amount,Monto Máximo del Pedido
Approved Order Status,Estado de Pedido Aprobado
Denied Order Status,Estado de Pedido Denegado
Denied Cancelled Order Status,Estado de Pedido Denegado Cancelado
Status used to denied but not cancelled orders,Estado utilizado para pedidos denegados pero no cancelados
denied,denegado
approved,aprobado
received,recibido
queued,en cola
Method,Método
The order was approved by Fraud Analysis,El pedido fue aprobado por el Análisis de Fraude
The order was repproved by Fraud Analysis,El pedido fue denegado por el Análisis de Fraude
Requests and Responses,Solicitudes y Respuestas
Koin Antifraud Score,Puntaje Antifraude de Koin
Koin Antifraud Status,Estado Antifraude de Koin
Request List,Listado de Solicitudes
Global Credentials,Credenciales Globales
Resolve evaluation after how many minutes?,Tiempo máximo esperado para resolver la evaluación
It'll send a date (sla_date) that the evaluation is expected to be resolved based on the config,Enviaré una fecha (sla_date) para que la evaluación se resuelva según la configuración
"If the order is made with Pix or BNPL, it'll trigger a refund command","Si el pedido se realiza con Pix o BNPL, se activará un comando de reembolso"
Settings related to all payment methods (Pix and BNPL),Configuraciones relacionadas con todos los métodos de pago (Pix y BNPL)
"Related to customer data sent to Pix, BNPL and Antifraud","Relacionado con los datos del cliente enviados a Pix, BNPL y Antifraude"
"Related to address data sent to Pix, BNPL and Antifraud","Relacionado con los datos de dirección enviados a Pix, BNPL y Antifraude"
"These credentials are specific for both services, Pix and Antifraud","Estas credenciales son específicas para ambos servicios, Pix y Antifraude"
These credentials are specific for BNPL service,Estas credenciales son específicas para el servicio BNPL
BNPL Credentials,Credenciales de BNPL
Global Credentials and General Settings,Credenciales Globales y Configuración General
"If 'yes', it'll trigger a refund command to payment method provider, it depends on availability of the payment method to send refund commands to the issuer","Si 'sí', se activará un comando de reembolso al proveedor del método de pago, depende de la disponibilidad del método de pago para enviar comandos de reembolso al emisor"
"When the order is denied by Koin and cancelled at the store, it'll update the order to that status","Cuando Koin deniega el pedido y se cancela en la tienda, actualizará el pedido a ese estado"
"When the order is denied by Koin, it'll update the chosen status","Cuando Koin deniega el pedido, actualizará el estado elegido"
"When the order is approved by Koin, it'll update the order status","Cuando Koin aprueba el pedido, actualizará el estado del pedido"
Status used to approved orders,Estado utilizado para pedidos aprobados
It'll send to Koin only order with a grand total value higher than (or equal) the minimum amount,Solo enviar a Koin pedidos con un valor total superior o igual al monto mínimo
The order had the amount of %1 refunded by Koin,El pedido tuvo el monto de %1 reembolsado por Koin
Capture Approved Orders,Capturar Pedidos Aprobados
"If 'yes', it'll trigger a capture command to payment method provider, it depends on availability of the payment method to send capture commands to the issuer","Si 'sí', se activará un comando de captura al proveedor del método de pago, depende de la disponibilidad del método de pago para enviar comandos de captura al emisor"
Koin - Card with Antifraud,Koin - Tarjeta con Antifraude
Credit Card with Antifraud,Tarjeta de Crédito con Antifraude
Credit Card Information not provided,Información de la Tarjeta de Crédito no proporcionada
Card Installments,Cuotas de la Tarjeta
What is this?,¿Qué es esto?
Card Verification Number,"Código de Seguridad"
Year,Año
Month,Mes
Expiration Date,Fecha de Vencimiento
Name on Card,Nombre en la Tarjeta
Card Number,Número de Tarjeta
Credit Card Information,Información de la Tarjeta
Card Information,Información de la Tarjeta
"Credentials used for all Koin services, if you don't have the private key, contact us.","Credenciales utilizadas para todos los servicios de Koin, si no tienes la clave privada, contáctanos."
Fraud Analysis (Other Payment Methods),Análisis de Fraude (Otros Métodos de Pago)
Credit Card Brand,Marca de Tarjeta
Card Brand,Marca de Tarjeta
Select Brand,Seleccionar Marca
Authorized Order Status,Estado de Pedido Autorizado
Installments,Cuotas
with interest,con interés
without interest,sin interés
with discount,con descuento
"%1x of %2 (%3). Total: %4","%1x de %2 (%3). Total: %4"
1x of %1 (%2). Total: %3,1x de %1 (%2). Total: %3
1x of %1 (without interest),1x de %1 (sin interés)
Card Installments,Cuotas de la Tarjeta
"Your order wasn't accepted, please, review your payment's data or choose another payment method.","Tu pedido no pudo ser completado, por favor, revisa los datos de tu pago o elige otro método de pago."
"Min Installments","Numero Minimo de Cuotas"
"Installments Rules","Reglas de Cuotas"
"Manage Items","Administrar Items"
"Create Item","Crear Item"
"Create New Item","Crear Nuevo Item"
"The Rule has been deleted.","La regla ha sido eliminada."
"The Rule has been enabled.","La regla ha sido habilitada."
"The Rule has been disabled.","La regla ha sido deshabilitada."
"Rule was not found.","La regla no fue encontrada."
"A total of %1 record(s) have been updated.","Un total de %1 registro(s) han sido actualizados."
"A total of %1 record(s) have been deleted.","Un total de %1 registro(s) han sido eliminados."
"Delete Rule(s)","Eliminar Regla(s)"
"Are you sure?","¿Estás seguro?"
"Change status","Cambiar estado"
"Enable","Habilitar"
"Disable","Deshabilitar"
"Insert your credit card number to see installments options","Inserta tu número de tarjeta para ver las opciones de cuotas"
"Insert your card number to see installments options","Inserta tu número de tarjeta para ver las opciones de cuotas"
"Are you sure you want to do this?","¿Estás seguro de querer hacer esto?"
"Account Number","Número de Cuenta"
"It's possible to add the Credit Card BINs separated with a pipe, like: '555566|444433', or add a regex with the required BINs","Es posible agregar los BINs de la tarjeta separados por una barra vertical, como: '555566|444433', o agregar una expresión regular con los BINs requeridos"
"Payment Methods BINs","BINs de Métodos de Pago"
"Minimum Installments","Numero Minimo de Cuotas"
"Maximum Installments","Numero Maximo de Cuotas"
"Maximum Installments Without Interest","Cuotas Máximas Sin Interés"
"Valid integer number; '0' will get the default value","Número entero válido; '0' obtendrá el valor predeterminado"
"Use dot as a decimal separator, e.g.: 100.00","Usar punto como separador decimal, por ejemplo: 100.00"
"Minimum Installment Amount","Monto Mínimo de Cuota"
"Interest Type","Tipo de Interés"
"Interest Rate","Tasa de Interés"
"Start Date","Fecha de Inicio"
"End Date","Fecha de Fin"
"Fill if that rule uses a different account number, otherwise it's not necessary","Llenar si esa regla usa un número de cuenta diferente, de lo contrario no es necesario"
"Minimum Order Amount","Monto Mínimo"
"Maximum Order Amount","Monto Máximo"
"Rule saved.","Regla guardada."
"There was an error saving the rule.","Hubo un error al guardar la regla."
"Enable Rule","Habilitar Regla"
"Rule Title","Título de la Regla"
"Auto Capture","Captura Automática"
"This will make the order change status to Paid Order Status","Esto hará que el pedido cambie de estado a Estado de Pedido Pagado"
"This will make the order change to captured default status","Esto hará que el pedido cambie al estado predeterminado de captura"
"Refund when creditmemo is created from order","Reembolsar cuando se crea una nota de crédito desde el pedido"
"If the order is made with Pix or Credit Card, it'll trigger an online refund command","Si el pedido se realiza con Pix o Tarjeta, se activará un comando de reembolso en línea"
"The order had the amount refunded on Koin. Amount of %1","El pedido tuvo el monto reembolsado en Koin. Monto de %1"
"Error trying to refund order on Koin","Error al intentar reembolsar el pedido en Koin"
"Callback received %1 -> %2","Llamada de retorno recibida: %1 -> %2"
"Payment Methods BINs to exclude","BINs de Métodos de Pago a excluir"
"Adding Credit Card BINs, like: '555566|444433', or add a regex with the required BINs, those BINs will deny the rule, applying the rule only if the BINs do not match this field","Agregando BINs de Tarjeta de Crédito, como: '555566|444433', o agregue una expresión regular con los BINs requeridos, esos BINs denegarán la regla, aplicando la regla solo si los BINs no coinciden con este campo"
"Card Verification Number (CVV)","Código de Seguridad
"Fetch Info Koin","Consultar Koin"
"The transaction is still open.","La transacción sigue abierta."
"This will be the status when the order remains opened and is cancelled afterwards","Este será el estado cuando el pedido permanezca abierto y sea cancelado posteriormente"
"Description","Descripción"
"Show Always","Mostrar Siempre"
"Show Installments","Mostrar Cuotas"
"If the installments number should be shown with the description on the installments dropdown","Si el número de cuotas debe mostrarse con la descripción en el menú desplegable de cuotas"
"Description that will be shown on installments dropdown item","Descripción que se mostrará en el elemento del menú desplegable de cuotas"
"If the installments should be shown even if there are other rule with the same number of installments","Si las cuotas deben mostrarse incluso si hay otra regla con el mismo número de cuotas"
"You can use %1x for installments, %2 for installment value, %3 for interest description and %4 for grand total","Puedes usar %1x para cuotas, %2 para el valor de la cuota, %3 para la descripción de interés y %4 para el total"
"Only %1x of %2 (%3). Total: %4","Solo %1x de %2 (%3). Total: %4"
"rule_title","Regla de Cuotas"
"Authorized/Paid Order Status","Estado de Pedido Autorizado/Pagado"
"Void on Capture Error","Anular en caso de error de captura"
"If there's an error while capturing it'll void the order","Si hay un error al capturar, anulará el pedido"
"Koin Charging Model","Modelo de Carga Koin"
"Only Authorize (Authorized)","Sólo Autorizar (Authorized)"
"Authorize and Capture (Collected)","Autorizar y Capturar (Collected)"
"By default, Koin responds to orders as authorized (Authorized). If your contract responds to orders directly as captured (Collected), change this setting to Authorize and Capture ONLY if your contract already responds to orders as Collected. If you have any questions, please contact our Koin team.","Por defecto, Koin responde a los pedidos como autorizado (Authorized). Si su contrato responde a los pedidos directamente como capturado (Collected), cambie esta configuración a Autorizado y Capturar SÓLO si su contrato ya responde a los pedidos como Recogido. Si tiene alguna pregunta, póngase en contacto con nuestro equipo de Koin."
"Order has been paid %1","Pedido pagado %1",
"There was an error processing your request.","Hubo un error al procesar tu pedido, revisa los datos, por favor, si el problema persiste, contáctanos."
"Your pix expires in:","Tu pix expira en:"
"Sandbox":"Sandbox"
"Use Sandbox":"Usar Sandbox"
"Sandbox settings":"Configuraciones de Sandbox"
"Use Sandbox 3DS":"Usar Sandbox 3DS"
"Use Sandbox 3DS for Card transactions","Usar Sandbox 3DS para transacciones con tarjeta"
"3DS strategy","Estrategia 3DS"
"Challenge: with an OTP Challenge; Frictionless: without challenge to customer","Challenge: con un desafío OTP; Frictionless: sin desafío al cliente"
"If enabled, <strong>SANDBOX</strong> credit card transactions will be done with 3DS":"Si está habilitado, las transacciones de tarjeta de crédito <strong>SANDBOX</strong> se realizarán con 3DS"
"In order to work properly all sandbox orders, you'll need to use the header 'xdesp-sandbox: true' during your navigation","Para que funcionen correctamente todos los pedidos de sandbox, deberás usar el encabezado 'xdesp-sandbox: true' durante tu navegación"
"If enabled, SANDBOX credit card transactions will be done with 3DS header","Si está habilitado, las transacciones de tarjeta de crédito SANDBOX se realizarán con el encabezado 3DS"
"Enable Default Installments","Habilitar Cuotas Predeterminadas"
"Always show default installment options. Disabling it will make the installments to work only with installments rules on checkout","Mostrar siempre las opciones de cuotas predeterminadas. Si se deshabilita, las cuotas solo funcionarán con las reglas de cuotas en el pago"
"Customer Groups Allowed","Grupos de Clientes Permitidos"
"Product Sets Allowed","Conjuntos de Productos Permitidos"
"Credit Card Brands Allowed","Tarjetas de Crédito Permitidas"
"Days of the Week","Días de la Semana"
"Sunday","Domingo"
"Monday","Lunes"
"Tuesday","Martes"
"Wednesday","Miércoles"
"Thursday","Jueves"
"Friday","Viernes"
"Saturday","Sábado"
"Empty means it'll not filter by this field","Vacío significa que no se filtrará por este campo"
"It is important to take into account that selecting specific product groups could affect performance","Es importante tener en cuenta que seleccionar grupos de productos específicos podría afectar la performance del sistema"
"Allow Buy with Koin","Permitir Comprar con Koin"
"Allow Buy with","Permitir Comprar con"
"Show BNPL Banner on Product Pages","Exhibir Banner de BNPL en Páginas de Producto"
"Display ""Buy with Koin"" banner on product pages for direct BNPL checkout","Exhibir banner de ""Comprar con Koin"" en páginas de producto para pago directo con BNPL"
"Adding to cart...","Agregando al carrito..."
"Please login to continue...","Por favor, inicia sesión para continuar..."
"Redirecting to checkout...","Redirigiendo al pago..."
"Product not found. Please refresh the page.","Producto no encontrado. Por favor, actualiza la página."
"Unable to add product to cart.","No se puede agregar el producto al carrito."
"An error occurred while adding the product to cart. Please try again.","Ocurrió un error al agregar el producto al carrito. Por favor, inténtalo de nuevo."
"Payment method stored in localStorage","Metodo de pago almacenado en localStorage"
"Error storing payment method","Error al almacenar el método de pago"
"Change Card","Cambiar Tarjeta"
"Show BNPL Modal After Other Payment Methods Fail","Mostrar Modal BNPL Después de que Otros Métodos de Pago Fallen"
"If set to Yes, a modal with instructions will be displayed when other payment methods are unsuccessful.","Si se establece en Sí, se mostrará un modal con instrucciones cuando otros métodos de pago no tengan éxito."
"BNPL Modal Instructions","Instrucciones del Modal BNPL"
"Instructions to be shown in BNPL modal, it can be HTML","Instrucciones que se mostrarán en el modal BNPL, puede contener HTML"
"Close","Cerrar"
"Select BNPL","Seleccionar BNPL"
"Enable Antifraud Strategies on Success Page","Activar Estrategias Antifraude en la Página de Éxito"
"If 'Yes', the payment method using Koin Antifraud will display a validation for the final customer.","Si 'Sí', el método de pago que utiliza Koin Antifraud mostrará una validación para el cliente final."
