"Redirect Payment","Boleto Parcelado (BNPL)"
"Payments Credentials (Pix / Fraud Analysis)","Credenciais de Pagamentos (Pix e Análise de Fraude)"
"Key Provided By Koin","Chave (key) Disponibilizada pela Koin"
"Secret Provided By Koin","App Secret Disponibilizada pela Koin"
"Commerce Provided By Koin","Credencial 'commerce' Disponibilizada pela Koin"
"Your Koin Account Number","Seu número de conta Koin"
"Your Business ID","Seu ID de Negócio (business id)"
"Store Code","Código da loja"
"Expiration Time","Minutos para expiração"
"Minutes to expire the transaction, if empty it'll be 30 minutes","Minutos para expirar a transação, se vazio irá levar 30 minutos"
"Use Custom Pix Payment Key","Usar chave PIX personalizada"
"If you want to use a custom PIX Key instead of a default key on Koin","Se você quer usar uma chave PIX diferente da chave padrão salva na Koin (precisa estar registrada na Koin de ualquer forma)"
"Refunded Order Status","Status para pedidos estornados"
"Copy code","Copiar Código"
"QRCode","QRCode"
"Copied!","Código copiado!"
"Addittional Information","Informações Adicionais"
"Increment ID","ID do pedido"
"General Settings","Configurações Gerais"
"The transaction is taking longer than expected, please try again in a few moments","A transação está demorando mais do que o esperado, por favor, tente tentar novamente em alguns segundos"
"Settings","Settings"
"Fraud Analysis","Análise de Fraude"
"Cancel Denied Orders","Cancelar Pedidos Negados"
"Manage Queue","Gerenciar Fila"
"Queue","Fila"
"Anti Fraud ID","ID Antifraude"
"Evaluation ID","ID de avaliação"
"Analysis Type","Tipo de Análise"
"Executed","Executado"
"Manage Fraud Analysis","Gerenciar Análise de Fraude"
"Resource","Recurso"
"Resource ID","ID do recurso"
"Status used to fraud analysis","Status usado para enviar para análise de fraude"
"Payment Methods selected to send to analysis","Métodos de Pagamento para enviar para análise, somente pedidos nesses métodos serão considerados"
"Change Status Approved Orders","Alterar o Status de Pedidos Aprovados"
"Minimum Order Amount","Vaor Mínimo de Pedido"
"Maximum Order Amount","Valor Máximo de Pedido"
"Approved Order Status","Status de Pedidos Aprovados"
"Denied Order Status","Status de Pedidos Reprovados"
"Denied Cancelled Order Status","Status de Pedidos Cancelados"
"Change Status Denied Orders","Mudar Status e Pedidos Cancelados"
"Status used to denied but not cancelled orders","Status para pedidos negados mas não cancelados"
"denied","Negado"
"approved","Aprovado"
"received","Recebido"
"queued","Na Fila"
"Method","Método"
"The order was approved by Fraud Analysis","O pedido foi aprovado pela análise antifraude"
"The order was repproved by Fraud Analysis","O pedido foi reprovado pela análise antifraude"
"Requests and Responses","Requisições e Respostas"
"Koin Antifraud Score","Score Antifraude Koin"
"Koin Antifraud Status","Status Antifraude Koin"
"Request List","Lista de Requisições"
"Global Credentials","Credenciais Globais"
"Resolve evaluation after how many minutes?","Fazer análise após quantos minutos?"
"It'll send a date (sla_date) that the evaluation is expected to be resolved based on the config","Irá enviar uma data (sla_date) para a Koin dizendo quando é esperada que a avaliação seja resolvida, baseado nessa config"
"If the order is made with Pix or BNPL, it'll trigger a refund command","Irá disparar um comando de retorno para os métodos de Pagamento da Koin como Pix e Boleto Parcelado"
"Settings related to all payment methods (Pix and BNPL)","Configurações relacionadas às todos os seviços da Koin (Pix, Boleto Parcelado e antifraude)"
"Related to customer data sent to Pix, BNPL and Antifraud","Relacionado aos dados de clientes enviados para os serviços da Koin: Pix, Boleto Parcelado e Antifraude"
"Related to address data sent to Pix, BNPL and Antifraud","Relacionado aos dados de endereço enviados para os serviços da Koin: Pix, Boleto Parcelado e Antifraude"
"These credentials are specific for both services, Pix and Antifraud","Essas credenciais servem para os os serviços Pix e Antifraude "
"These credentials are specific for BNPL service","Credenciais específicas para o serviço de Boleto parcelado (BNPL)"
"BNPL Credentials","Credenciais do Boleto Parcelado"
"Global Credentials and General Settings","Credenciais Globais e Configurações Gerais"
"If 'yes', it'll trigger a refund command to payment method provider, it depends on availability of the payment method to send refund commands to the issuer","Se 'sim', irá disparar um comando de estorno ao método de pagamento, depende da disponibilidade do método de pagamento em efetuar estorno ao gateway (fazer o estorno online pela plataforma)"
"When the order is denied by Koin and cancelled at the store, it'll update the order to that status","Quando um pedido é negado pela Koin e cancelado pela loja, irá mudar o status do pedido para o seguinte status"
"When the order is denied by Koin, it'll update the chosen status","Quando um pedido é negado pela Koin, irá mudar para o status escolhido"
"When the order is approved by Koin, it'll update the order status","Quando um pedido é negado pela Koin, irá mudar o status do pedido"
"Status used to approved orders","Status para pedidos aprovados pela Koin"
"It'll send to Koin only order with a grand total value higher than (or equal) the minimum amount","Irá enviar para a Koin apenas pedidos com o valor total maior ou igual que o valor mínimo"
"The order had the amount of %1 refunded by Koin","O pedido teve o valor de %1 estornado pela Koin."
"Capture Approved Orders","Capturar Pedidos Aprovados"
"If 'yes', it'll trigger a capture command to payment method provider, it depends on availability of the payment method to send capture commands to the issuer","Se 'sim', irá disparar um comando de captura ao método de pagamento, depende da disponibilidade do método de pagamento em efetuar captura ao gateway (fazer a captura online pela plataforma)"
"Koin - Card with Antifraud","Koin - Cartão com Antifraude"
"Credit Card with Antifraud","Cartão de Crédito com Antifraude"
"Credit Card Information not provided","Informações do Cartão de Crédito não fornecidas"
"Card Installments","Parcelamento"
"What is this?","O que é isso?"
"Card Verification Number","Código de Segurança"
"Year","Ano"
"Month","Mês"
"Expiration Date","Data de Validade"
"Name on Card","Nome no Cartão"
"Card Number","Número do Cartão"
"Credit Card Information","Informações do Cartão"
"Card Information","Informações do Cartão"
"Credentials used for all Koin services, if you don't have the private key, contact us.","Credenciais usadas para todos os serviços da Koin, se você não tem a chave privada, entre em contato conosco."
 "Fraud Analysis (Other Payment Methods)","Análise de Fraude (Outros Métodos de Pagamento)"
"Credit Card Brand","Bandeira do Cartão"
"Card Brand","Bandeira do Cartão"
"Select Brand","Seleciona a Bandeira"
"Authorized Order Status","Status de Pedidos Autorizados"
"Installments","Parcelamento"
"with interest","com juros"
"without interest","sem juros"
"with discount","com desconto"
"%1x of %2 (%3). Total: %4","%1x de %2 (%3). Total: %4"
"1x of %1 (%2). Total: %3","1x de %1 (%2). Total: %3"
"1x of %1 (without interest)","1x de %1 (sem juros)"
"Card Installments","Parcelamento do Cartão"
"Your order wasn't accepted, please, review your payment's data or choose another payment method.","Seu pedido não foi aceito, por favor, revise os dados do seu pagamento ou escolha outro método de pagamento."
"Min Installments","Mínimo de Parcelas"
"Installments Rules","Regras de Parcelamento"
"Manage Items","Gerenciar Itens"
"Create Item","Criar Item"
"Create New Item","Criar Novo Item"
"The Rule has been deleted.","A Regra foi removida."
"The Rule has been enabled.","A Regra foi habilitada."
"The Rule has been disabled.","A Regra foi desabilitada."
"Rule was not found.","Regra não encontrada."
"A total of %1 record(s) have been updated.","A total de %1 registro(s) foram atualizados."
"A total of %1 record(s) have been deleted.","A total de %1 registro(s) foram removidos."
"Delete Rule(s)","Remover Regra(s)"
"Are you sure?","Você tem certeza?"
"Change status","Mudar status"
"Enable","Habilitar"
"Disable","Desabilitar"
"Insert your credit card number to see installments options","Insira o número do seu cartão de crédito para ver as opções de parcelamento"
"Insert your card number to see installments options","Insira o número do seu cartão para ver as opções de parcelamento"
"Are you sure you want to do this?","Você tem certeza que deseja fazer isso?"
"Account Number","Número da Conta"
"It's possible to add the Credit Card BINs separated with a pipe, like: '555566|444433', or add a regex with the required BINs","É possível adicionar os BINs dos cartões de crédito separados por pipe, como: '555566|444433', ou adicionar uma regex com os BINs necessários"
"Payment Methods BINs","BINs dos Métodos de Pagamento"
"Minimum Installments","Número mínimo de Parcelas"
"Maximum Installments","Número máximo de parcelas"
"Maximum Installments Without Interest","Número máximo de parcelas sem juros"
"Valid integer number; '0' will get the default value","Número inteiro válido; '0' irá pegar o valor padrão"
"Use dot as a decimal separator, e.g.: 100.00","Use ponto como separador decimal, ex.: 100.00"
"Minimum Installment Amount","Valor mínimo da parcela"
"Interest Type","Tipo de Juros"
"Interest Rate","Taxa de Juros"
"Start Date","Data de Início"
"End Date","Data de Fim"
"Fill if that rule uses a different account number, otherwise it's not necessary","Preencha se essa regra usa um número de conta diferente, caso contrário não é necessário"
"Minimum Order Amount","Valor Mínimo"
"Maximum Order Amount","Valor Máximo"
"Rule saved.","Regra salva."
"There was an error saving the rule.","Houve um erro ao salvar a regra."
"Enable Rule","Habilitar Regra"
"Rule Title","Título da Regra"
"Auto Capture","Captura Automática"
"This will make the order change status to Paid Order Status","Isso irá fazer o pedido mudar o status para o Status de Pedido Pago"
"This will make the order change to captured default status","Isso irá fazer o pedido mudar para o status padrão de captura"
"Refund when creditmemo is created from order","Estornar quando o memorando de crédito for criado a partir do pedido"
"If the order is made with Pix or Credit Card, it'll trigger an online refund command","Se o pedido for feito com Pix ou Cartão de Crédito, irá disparar um comando de estorno online"
"The order had the amount refunded on Koin. Amount of %1","O pedido teve o valor de %1 estornado pela Koin."
"Error trying to refund order on Koin","Erro ao tentar estornar o pedido na Koin"
"Callback received %1 -> %2","Callback recebido: %1 -> %2"
"Payment Methods BINs to exclude","BINs de Métodos de Pagamento à excluir"
"Adding Credit Card BINs, like: '555566|444433', or add a regex with the required BINs, those BINs will deny the rule, applying the rule only if the BINs do not match this field","Adicionando os BINs dos cartões de crédito, como: '555566|444433', ou adicionar uma regex com os BINs necessários, esses BINs irão negar a regra, aplicando a regra apenas se os BINs não corresponderem a esse campo"
"Card Verification Number (CVV)","Código de Segurança (CVV)"
"Fetch Info Koin","Consultar Koin"
"The transaction is still open.","A transação ainda está aberta."
"This will be the status when the order remains opened and is cancelled afterwards","Este será o status quando o pedido permanecer aberto e for cancelado posteriormente"
"Description","Descrição"
"Show Always","Exibir Sempre"
"Show Installments","Exibir Parcelamento"
"If the installments number should be shown with the description on the installments dropdown","Se o número de parcelas deve ser exibido com a descrição no menu de parcelamento"
"Description that will be shown on installments dropdown item","Descrição que será exibida no item do menu de parcelamento"
"If the installments should be shown even if there are other rule with the same number of installments","Se o parcelamento deve ser exibido mesmo se houver outra regra com o mesmo número de parcelas"
"You can use %1x for installments, %2 for installment value, %3 for interest description and %4 for grand total","Você pode usar %1x para parcelas, %2 para valor da parcela, %3 para descrição de juros e %4 para total"
"Only %1x of %2 (%3). Total: %4","Somente %1x de %2 (%3). Total: %4"
"rule_title","Regra de Parcelamento"
"Authorized/Paid Order Status","Status de Pedido Autorizado/Pago"
"Void on Capture Error","Anular em caso de erro de captura"
"If there's an error while capturing it'll void the order","Se houver um erro ao capturar, irá anular o pedido"
"Koin Charging Model","Modelo de Cobrança na Koin"
"Only Authorize (Authorized)","Somente Autorizar (Authorized)"
"Authorize and Capture (Collected)","Autorizar e Capturar (Collected)"
"By default, Koin responds to orders as authorized (Authorized). If your contract responds to orders directly as captured (Collected), change this setting to Authorize and Capture ONLY if your contract already responds to orders as Collected. If you have any questions, please contact our Koin team.","Por padrão, a Koin responde os pedidos como autorizado (Authorized), caso seu contrato responda aos pedidos diretamente como capturado (Collected), altere essa configuração para o Autorizar e Capturar SOMENTE se o seu contrato já responda os pedidos como capturados. Qualquer dúvida, entre em contato com a nossa equipe da Koin."
"Order has been paid %1","Pedido pago %1"
"There was an error processing your request.","Houve um erro ao processar seu pedido, por favor, revise os dados. Caso o problema persista, entre em contato conosco."
"Your pix expires in:","Seu pix expira em:"
"Sandbox","Sandbox"
"Use Sandbox","Usar Sandbox"
"Sandbox settings","Configurações de Sandbox"
"Use Sandbox 3DS","Usar Sandbox 3DS"
"Use Sandbox 3DS for Card transactions","Usar Sandbox 3DS para transações de cartão"
"3DS strategy","Estratégia 3DS"
"Challenge: with an OTP Challenge; Frictionless: without challenge to customer","Challenge: com um desafio OTP; Frictionless: sem desafio ao cliente"
"If enabled, <strong>SANDBOX</strong> credit card transactions will be done with 3DS","Se habilitado, transações de cartão de crédito <strong>SANDBOX</strong> serão feitas com 3DS"
"In order to work properly all sandbox orders, you'll need to use the header 'xdesp-sandbox: true' during your navigation","Para funcionar corretamente todos os pedidos de sandbox, você precisará usar o cabeçalho 'xdesp-sandbox: true' durante a navegação"
"If enabled, SANDBOX credit card transactions will be done with 3DS header","Se habilitado, transações de cartão de crédito SANDBOX serão feitas com o cabeçalho 3DS"
"Enable Default Installments","Habilitar Parcelamento Padrão"
"Always show default installment options. Disabling it will make the installments to work only with installments rules on checkout","Sempre mostrar as opções de parcelamento padrão. Desabilitar isso fará com que o parcelamento funcione apenas com as regras de parcelamento no checkout"
"Customer Groups Allowed","Grupos de Clientes Permitidos"
"Product Sets Allowed","Grupos Produtos Permitidos"
"Credit Card Brands Allowed","Bandeiras de Cartão Permitidas"
"Days of the Week","Dias da Semana"
"Sunday","Domingos"
"Monday","Segundas-feiras"
"Tuesday","Terças-feiras"
"Wednesday","Quartas-feiras"
"Thursday","Quintas-feiras"
"Friday","Sextas-feiras"
"Saturday","Sábados"
"Empty means it'll not filter by this field","Vazio significa que não irá filtrar por esse campo"
"It is important to take into account that selecting specific product groups could affect performance","É importante levar em consideração que a seleção de grupos de produtos específicos pode afetar a performance do site"
"Allow Buy with Koin","Comprar com Koin"
"Allow Buy with","Comprar com"
"Show BNPL Banner on Product Pages","Exibir Banner BNPL nas Páginas do Produto"
"Display ""Buy with Koin"" banner on product pages for direct BNPL checkout","Exibir banner ""Comprar com Koin"" nas páginas do produto para checkout direto BNPL"
"Adding to cart...","Adicionando ao carrinho..."
"Please login to continue...","Faça login para continuar..."
"Redirecting to checkout...","Redirecionando para o checkout..."
"Product not found. Please refresh the page.","Produto não encontrado. Por favor, atualize a página."
"Unable to add product to cart.","Não foi possível adicionar o produto ao carrinho."
"An error occurred while adding the product to cart. Please try again.","Ocorreu um erro ao adicionar o produto ao carrinho. Tente novamente."
"Payment method stored in localStorage","Método de pagamento armazenado no localStorage"
"Error storing payment method","Erro ao armazenar método de pagamento"
"Change Card","Trocar Cartão"
"Show BNPL Modal After Other Payment Methods Fail","Exibir Modal BNPL Após Falha de Outros Métodos de Pagamento"
"If set to Yes, a modal with instructions will be displayed when other payment methods are unsuccessful.","Se definido como Sim, um modal com instruções será exibido quando outros métodos de pagamento falharem"
"BNPL Modal Instructions","Instruções do Modal BNPL"
"Instructions to be shown in BNPL modal, it can be HTML","Instruções a serem exibidas na modal do BNPL, pode conter HTML"
"Close","Fechar"
"Select BNPL","Selecionar BNPL"
"Enable Antifraud Strategies on Success Page","Ativar Estratégias Antifraude na Página de Sucesso"
"If 'Yes', the payment method using Koin Antifraud will display a validation for the final customer.","Se 'Sim', o método de pagamento que usa o Koin Antifraud exibirá uma validação para o cliente final."
